ID,date,title,eventDesc,location,eventTime,category,link,emailId
220,"Friday, October 03 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
221,"Friday, October 03 2014",Holiday - no classes,Holiday - no classes,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/holiday---no-classes.php,kzemba@ufl.edu
222,"Saturday, October 04 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
223,"Saturday, October 04 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
224,"Saturday, October 04 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
225,"Saturday, October 04 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
226,"Sunday, October 05 2014",2014 Black Student Assembly,Sponsored by Black Student Union," Curtis M Phillips Center for the Performing Arts
",7 - 10 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/september/2014-black-student-assembly.php,kathy.pierre3@gmail.com
227,"Sunday, October 05 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
228,"Sunday, October 05 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
229,"Monday, October 06 2014",Beginner Tango Class,Sponsored by UF Argentine Tango Club," Corry Village Common Room
",7:30 - 8:30 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/september/beginner-tango-class-.php,nikkisaf@ufl.edu
230,"Tuesday, October 07 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
231,"Tuesday, October 07 2014",UF Board of Trustees (Retreat),UF Board of Trustees (Retreat),null,All Day,UF Calendar,http://calendar.ufl.edu/event-archive/2014/september/uf-board-of-trustees-retreat.php,jysikes@ufl.edu
232,"Tuesday, October 07 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
233,"Wednesday, October 08 2014",Florida Water and Land Conservation with Bob Graham,Join former U.S. Sen. and Gov. Bob Graham on Sept. 4 at 6 p.m. for a review and discussion of the Florida water and land conservation amendment that Florida voters will have the opportunity to vote on this November.," Bob Graham Center - Pugh Hall
",6 - 7 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/september/florida-water-and-land-conservation-with-bob-graham-.php,kbaron76@ufl.edu
234,"Wednesday, October 08 2014",ASEE General Body Meeting,Presented by ASEE (American Society for Engineering Education)," MAE (Materials Engineering) 126
",6:30 - 7:30 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/september/asee-general-body-meeting.php,president.aseeuf@gmail.com
235,"Thursday, October 09 2014",Fall Residency Reclassifications,Fall Residency Reclassifications,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/fall-residency-reclassifications.php,kzemba@ufl.edu
236,"Thursday, October 09 2014",Fall Fee Payments,Fall Fee Payments,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/fall-fee-payments.php,kzemba@ufl.edu
237,"Friday, October 10 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
238,"Friday, October 10 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
239,"Friday, October 10 2014",GatorNights: Radioactive,Sponsored by GatorNights," J. Wayne Reitz Union
",8 p..m. - 1 a.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/september/gatornights-radioactive.php,margarets@union.ufl.edu
240,"Friday, October 10 2014",Wolf to Woof: The Story of Dogs,"“Wolf to Woof” is the largest and most comprehensive exhibition ever created on the history, biology and evolution of dogs."," Florida Museum of Natural History
",All Day,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/july/wolf-to-woof-the-story-of-dogs.php,kgardiner@flmnh.ufl.edu
241,"Friday, October 10 2014",Football vs. Eastern Michigan,YOUR Gators vs. the Eagles," Ben Hill Griffin Stadium
",4 p.m.,"UF Calendar, Athletics",http://calendar.ufl.edu/event-archive/2014/september/football--vs-eastern-michigan.php,promotions@gators.uaa.ufl.edu
242,"Saturday, October 11 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
243,"Saturday, October 11 2014","EVENT CANCELED: American Medical Association President, Dr. Ardis Dee Hoven",THIS EVENT HAS BEEN CANCELED.," Pugh Hall
",6:00 PM,UF Calendar,http://calendar.ufl.edu/event-archive/2014/september/event-canceled-american-medical-association-president-dr-ardis-dee-hoven.php,kbaron76@ufl.edu
244,"Sunday, October 12 2014",Speed Faithing,Collaboratively sponsored by University of Florida Interfaith Ambassadors and UF Intercultural Engagement.," Florida Gym
",7 - 8:30 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/september/speed-faithing-.php,jarrodc@multicultural.ufl.edu
245,"Sunday, October 12 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
246,"Monday, October 13 2014",JAZZ AMBASSADORS of the U.S. Army Field Band,Sponsored by The Gainesville Sun," Phillips Center
",7:30 p.m.,"UF Calendar, Arts & Museums",http://calendar.ufl.edu/event-archive/2014/september/jazz-ambassadors-of-the-us-army-field-band.php,csutherland@performingarts.ufl.edu
247,"Monday, October 13 2014",Is it a Church or a Cult?,Sponsored by UF Intercultural Engagement," Baughman Center
",7:30 - 9 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/september/is-it-a-church-or-a-cult-.php,jarrodc@multicultural.ufl.edu
248,"Monday, October 13 2014",Tap Into a New Source of Funding: SBIR Workshop,Sponsored by Office of Technology Licensing," The Florida Innovation Hub at UF, 747 SW Second Ave.
More Info > ",9 a.m. - 5 p.m.,More info,http://calendar.ufl.edu/event-archive/2014/september/tap-into-a-new-source-of-funding-sbir-workshop.php,//www.sbirinfosession.eventbrite.com/
249,"Monday, October 13 2014",Volunteer Organization Fair,Sponsored by Center for Leadership and Service," Under the Reitz Union Breezeway
",10 a.m. - 1 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/september/volunteer-organization-fair.php,AlexisEl@leadershipandservice.ufl.edu
250,"Monday, October 13 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
251,"Monday, October 13 2014",2014 International Diaspora Engagement Alliance (IdEA),2014 International Diaspora Engagement Alliance (IdEA)," Pugh Hall Ocora - Bob Graham Center
",6:00 PM,UF Calendar,http://calendar.ufl.edu/event-archive/2014/september/2014-international-diaspora-engagement-alliance-idea.php,kbaron76@ufl.edu
252,"Tuesday, October 14 2014",The Diaspora Tour,Sponsored by International Center," The Ocora Bob Graham Center - Pugh Hall
",6 - 8 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/september/the-diaspora-tour.php,mcardec@ufic.ufl.edu
253,"Tuesday, October 14 2014",Career Showcase Host Information Session,Presented by Career Resource Center," Career Resource Center Library
More Info > ",6 - 7 p.m.,More info,http://calendar.ufl.edu/event-archive/2014/september/career-showcase-host-information-session-.php,ufshowcasehosts@gmail.com
254,"Tuesday, October 14 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
255,"Tuesday, October 14 2014",Career Showcase Host Information Session,Sponsored by Career Resource Center," Career Resource Center Library
More Info > ",2 - 3 p.m.,More info,http://calendar.ufl.edu/event-archive/2014/september/career-showcase-host-information-session.php,ufshowcasehosts@gmail.com
256,"Wednesday, October 15 2014",The Future of Religion and Political Mobilization with Brian Calfano,Sponsored by Bob Graham Center for Public Service," Room 120, Pugh Hall
",6 - 7 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/september/the-future-of-religion-and-political-mobilization-with-brian-calfano.php,kbaron76@ufl.edu
257,"Wednesday, October 15 2014",Fall S-U Grade Option,Fall S-U Grade Option,null,All Day,"Academic Calendar, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/fall-s-u-grade-option.php,kzemba@ufl.edu
258,"Wednesday, October 15 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
259,"Thursday, October 16 2014",Hakuna Matata: No Worries,"GatorNights: Always Friday, always free, with your Gator 1 ID!"," J. Wayne Reitz Student Union
",8 p..m. - 1 a.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/september/hakuna-matata-no-worries-.php,margarets@union.ufl.edu
260,"Thursday, October 16 2014",Football vs. Kentucky,WEAR ORANGE as YOUR Florida Gators take on the Wildcats of Kentucky," Ben Hill Griffin Stadium
",7:30 p.m.,"Athletics, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/football--vs-kentucky.php,//www.gatorzone.com/story.php?id=28670&utm_source=facebook&utm_medium=wall%20post&utm_campaign=Mr.%20Two%20Bits%20Meets%20WrestleMania%20...%20and%20Titus%20O%27Neil
261,"Thursday, October 16 2014",Gay & Straight Together Luncheon,Sponsored by UF Intercultural Engagement," 1624 NW 5th Avenue
More Info > ",12:30 - 1:30 p.m.,More info,http://calendar.ufl.edu/event-archive/2014/september/gay--straight-together-luncheon.php,info@ucgainesville.org
262,"Thursday, October 16 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
263,"Thursday, October 16 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
